Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
130119,2013,10/28/2013,Bridgeport,248 ROGER WILLIAMS ROAD,151840.00,177500.00,0.85543662,Single Family,Single Family,,,,
160345,2016,05/12/2017,Rocky Hill,15 GRIMES ROAD,272160.00,415000.00,0.655807229,Single Family,Single Family,,,,
110136,2011,04/11/2012,South Windsor,64 CINNAMON SPRINGS,100450.00,93000.00,1.080107527,Condo,Condo,,,,
120102,2012,07/09/2013,Plymouth,192 TOWN HILL RD,171410.00,112500.00,1.523644444,Single Family,Single Family,01 - Family,,,POINT (-73.02277 41.66388)
80134,2008,12/23/2008,Southington,58 WYNDCREST CT,63420.00,379900.00,0.166938668,,,07 - Change in Property,,,
170020,2017,12/27/2017,Washington,27 PLUMB HILL RD,341330.00,405000.00,0.8427,Single Family,Single Family,,,,
130253,2013,11/25/2013,Bridgeport,2625 PARK AVENUE #11J,104990.00,93500.00,1.122887701,Condo,Condo,,,,
130152,2013,12/05/2013,Fairfield,117 COLONIAL DRIVE,577430.00,665000.00,0.868315789,Single Family,Single Family,25 - Other,ESTATE SALE,,
41208,2004,04/26/2005,Norwalk,34 NASH PL,163940.00,412000.00,0.397912621,,,,,,POINT (-73.43576 41.10973)
190171,2019,12/04/2019,Meriden,86 ORCHARD ST,96320.00,185000.00,0.5206,Single Family,Single Family,,,,
170722,2017,07/18/2018,Manchester,32 MUNRO STREET,108500.00,190000.00,0.571,Single Family,Single Family,,,,
70204,2007,06/20/2008,Darien,42 FITCH AVE,446040.00,36000.00,12.39,Single Family,Single Family,01 - Family,,,POINT (-73.48565 41.06594)
90135,2009,05/24/2010,East Hampton,116 HURD PARK RD,146560.00,165000.00,0.888242424,Single Family,Single Family,01 - Family,,,
50131,2005,07/07/2006,Lebanon,190 LEBANON AVE,126110.00,100000.00,1.2611,,,10,,,POINT (-72.2768 41.60607)
10863,2001,06/28/2002,Manchester,900 M T E,415600.00,10000.00,41.56,,,6,,,
13180,2013,08/06/2014,Mansfield,113 COURTYARD LANE,150640.00,242500.00,0.621195876,Condo,Condo,,,,
50454,2005,09/22/2006,Watertown,36 LONGVIEW AVE,126000.00,223405.00,0.56399812,,,,,,
12959,2012,09/12/2013,Fairfield,38 EUNICE AVENUE,562590.00,550000.00,1.022890909,Single Family,Single Family,25 - Other,ESTATE SALE POSSIBLE TEAR DOWN,,
130571,2013,05/23/2014,Greenwich,52 SHERWOOD PLACE UNIT 3,469070.00,875000.00,0.53608,Condo,Condo,,,,
140097,2014,01/21/2015,Simsbury,31 LUCY WAY,678550.00,990000.00,0.68540404,Single Family,Single Family,,,,POINT (-72.78994 41.85988)
1501330,2015,06/30/2016,Stamford,26 ISLAND HEIGHTS DRIVE,474380.00,575000.00,0.825008696,Single Family,Single Family,,,,
10524,2001,08/14/2002,Trumbull,11 AUDUBON LN,435120.00,750000.00,0.58016,,,,,,
10930,2001,06/19/2002,Hamden,175 MILL POND RD U202,39970.00,83500.00,0.478682635,,,,,,
10997,2001,06/27/2002,Milford,403 NEW HAVEN AVE,183960.00,265000.00,0.694188679,,,,,,
160112,2016,02/14/2017,Clinton,33A RIVER RD,85300.00,45000.00,1.895555556,,,24 - Plottage,SALE TO ABUTTER,,
62226,2006,08/01/2007,Bridgeport,760 OGDEN ST,12002.00,4000.00,3.0005,,,25 - Other,,,
10084,2001,10/24/2001,West Haven,105 ORANGE AVE,78960.00,123000.00,0.64195122,,,,,,
10211,2001,07/18/2002,East Windsor,116 PROSPECT HL RD,149540.00,225000.00,0.664622222,,,,,,
60306,2006,06/25/2007,Ridgefield,282 BRANCHVILLE RD,1241340.00,2400000.00,0.517225,Single Family,Single Family,,,,
10051,2001,10/29/2001,Windsor,642 STONE RD,95480.00,157000.00,0.608152866,,,,,,
150307,2015,06/21/2016,Simsbury,8 VINCENT DRIVE,192160.00,369900.00,0.519491755,Single Family,Single Family,,,,POINT (-72.81167 41.89058)
30390,2003,06/01/2004,Killingly,99 SCHOOL ST,63630.00,115000.00,0.553304348,,,,,,
110264,2011,02/14/2012,New Haven,76 DORMAN STREET,66080.00,60000.00,1.101333333,Three Family,Three Family,25 - Other,BELOW MARKET,,
10052,2010,11/01/2010,Milford,180 MELBA STREET U 203,261730.00,259900.00,1.00704117,Condo,Condo,22 - Money and Personal Property,,,POINT (-73.02145 41.20906)
50227,2005,08/25/2006,East Haddam,112 BALLAHACK RD,89760.00,254900.00,0.352138093,,,,,,
110558,2011,08/17/2012,Bristol,66 EMMETT ST #4,24220.00,25000.00,0.9688,Single Family,Single Family,25 - Other,"NOT USABLE SALE, TRAILER",,
80240,2008,06/24/2009,Vernon,80-50 COUNTRY LN,109840.00,163000.00,0.673865031,Condo,Condo,,,,
10126,2001,01/07/2002,North Haven,34 OVERBROOK RD,72450.00,101500.00,0.713793103,,,,,,POINT (-72.85847 41.37159)
40918,2004,03/14/2005,Hartford,34 WILSON ST,176680.00,500000.00,0.35336,,,,,,POINT (-72.69556 41.74898)
43338,2004,09/29/2005,Waterbury,183 CHESTNUT AVE,60270.00,161000.00,0.374347826,,,,,,
50591,2005,04/06/2006,Stratford,49 MINOR AVE,150570.00,260000.00,0.579115385,,,,,,
70284,2007,06/13/2008,Trumbull,390 EDISON RD,223400.00,300000.00,0.744666667,Single Family,Single Family,,,,
40726,2004,07/06/2005,New Milford,9 DAHLE RD,144550.00,235000.00,0.615106383,,,,,,
11366,2001,09/23/2002,Hartford,1 GOLD ST 16E,80150.00,180916.00,0.443023282,,,,,,
100103,2010,12/02/2010,Bristol,134 MORNINGSIDE DR EAST,134540.00,160000.00,0.840875,Single Family,Single Family,,,,
40032,2004,03/24/2005,Bethlehem,11 WOODS EDGE RD,196350.00,450000.00,0.436333333,,,25,,,
50269,2005,05/01/2006,Guilford,121 OLD SACHEMS HEAD RD,263680.00,550000.00,0.479418182,,,,,,
70755,2007,06/23/2008,Norwalk,3 ADMIRAL LN,553070.00,952500.00,0.580650919,Single Family,Single Family,,,,
170103,2017,12/07/2017,Groton,97 CANDLEWOOD RD,68110.00,157500.00,0.432444444,Single Family,Single Family,,,,POINT (-72.02258 41.38403)
140024,2014,11/07/2014,Ellington,15 GREEN ST,94340.00,144254.00,0.653985331,Single Family,Single Family,14 - Foreclosure,,,
60840,2006,07/03/2007,Hamden,46 DALLAS ST,166670.00,291000.00,0.572749141,Single Family,Single Family,,,,POINT (-72.93779 41.35107)
110009,2011,11/03/2011,Easton,77 BEERS ROAD,310870.00,25000.00,12.4348,Single Family,Single Family,01 - Family,BUYER PURCHASED FROM EX-HUSBANDS ESTATE,,
190016,2019,10/03/2019,Bridgeport,342-344 CARROLL AVE,107500.00,80500.00,1.3354,Two Family,Two Family,14 - Foreclosure,,,
140126,2014,11/24/2014,Bristol,101 HOOVER AVE,119140.00,100000.00,1.1914,Single Family,Single Family,,,,
150138,2015,02/17/2016,New London,611 OCEAN AVE G-16,5670.00,149000.00,0.038053691,Condo,Condo,08 - Part Interest,GARAGE UNIT SOLD WITH UNIT F3 - ALSO SEE #150136,,POINT (-72.103 41.32863)
202015,2020,10/29/2020,Middlefield,16 SUNRISE RDG,150600.00,294000.00,0.5122,Residential,Single Family,,,,
170043,2017,05/08/2018,Kent,447 SEGAR MTN RD,576600.00,670000.00,0.8605,Single Family,Single Family,,,,
100325,2010,05/06/2011,Middletown,478 ARBUTUS ST,204240.00,249900.00,0.817286915,Single Family,Single Family,,ESTATE SALE - per assessor change from nonusable #25 to usable sale,,
170145,2017,07/23/2018,Hebron,114 SCARBORO RD,162680.00,256000.00,0.6354,Single Family,Single Family,,,,
50484,2005,05/31/2006,Naugatuck,2 MAY ST,93920.00,230000.00,0.408347826,,,,,,
30039,2003,11/17/2003,Ridgefield,50 LAWSON LN,96350.00,185000.00,0.520810811,,,,,,POINT (-73.49692 41.28783)
10881,2001,07/01/2002,Manchester,710 KEENEY ST,119900.00,105000.00,1.141904762,,,1,,,
50707,2005,06/12/2006,Torrington,213 CIDER ML XING,29300.00,30000.00,0.976666667,,,3,,,
202194,2020,07/09/2021,North Haven,3007 RIDGE RD,339320.00,631000.00,0.5377,Residential,Single Family,,,,
60054,2006,04/24/2007,Salisbury,13 W SHORE RD,1472820.00,2325000.00,0.633470968,Single Family,Single Family,,,,
170020,2017,10/19/2017,Ansonia,17 HEMLOCK DR,142300.00,190000.00,0.7489,Single Family,Single Family,,,,
31324,2003,08/02/2004,Bristol,422 EMMETT ST UT 16,41110.00,90000.00,0.456777778,,,,,,POINT (-72.90784 41.66221)
120487,2012,08/30/2013,Trumbull,51 CORAL DRIVE,222300.00,257900.00,0.861962001,Single Family,Single Family,,,,
71044,2007,04/28/2008,Bridgeport,912 BIRMINGHAM ST,112490.00,138000.00,0.815144928,Single Family,Single Family,11 - Court Order,,,
181925,2018,07/05/2019,Waterbury,196 WOOD,11810.00,25000.00,0.4724,Single Family,Single Family,25 - Other,BULK SALE,,
170078,2017,07/09/2018,North Branford,1561 MIDDLETOWN AVE,123300.00,180000.00,0.685,Single Family,Single Family,,,,
140254,2014,01/02/2015,Greenwich,LOT # 3 PARTRIDGE HOLLOW (FARW,1748670.00,1325000.00,1.319750943,,,08 - Part Interest,,,
32143,2003,10/09/2003,New Haven,35 LINES ST,57820.00,155000.00,0.373032258,,,,,,
190423,2019,12/10/2019,Bridgeport,420 LAKESIDE DR,135550.00,240000.00,0.5648,Single Family,Single Family,14 - Foreclosure,,,
50312,2005,06/09/2006,Plainville,6 DUVAL LN,81700.00,215000.00,0.38,,,,,,POINT (-72.87479 41.65223)
130596,2013,07/18/2014,Southington,39 LOVLEY DR,248400.00,425000.00,0.584470588,Single Family,Single Family,,,,
190426,2019,01/31/2020,Norwalk,20 TRIANGLE ST,296660.00,465000.00,0.638,Single Family,Single Family,,3-22-68-0,,
40349,2004,12/23/2004,Bristol,820 MATTHEWS ST 16,50920.00,115900.00,0.439344262,,,,,,
14203,2014,12/17/2014,Milford,33 FAIRWOOD AVENUE,146240.00,150000.00,0.974933333,Single Family,Single Family,25 - Other,LOW SALE FOR NEIGHBORHOOD - SOLD TO DEVELOPER,,POINT (-73.09132 41.18756)
52153,2005,07/26/2006,Stamford,27 NORTHILL ST UT 1X,99730.00,315000.00,0.316603175,,,,,,
130712,2013,09/11/2014,Hamden,19 WINNETT ST,177030.00,143520.00,1.233486622,Two Family,Two Family,14 - Foreclosure,FORECLOSURE BY SALE,,
21741,2002,04/25/2003,Bridgeport,193-5 COTTAGE ST,77980.00,200000.00,0.3899,,,,,,
40408,2004,09/02/2005,Wilton,49 CHICKEN ST,409150.00,825000.00,0.495939394,,,,,,
21052,2002,09/02/2003,Manchester,69 PLEASANT ST,73200.00,143000.00,0.511888112,,,,,,
20009,2002,10/23/2002,Washington,30 COOK ST,100970.00,130000.00,0.776692308,,,25,,,
17040,2017,11/13/2017,North Haven,1645 HARTFORD TPKE,175840.00,263000.00,0.668593156,Single Family,Single Family,,,,
160491,2016,03/30/2017,Danbury,10 LIBERTY ST #A-21,117000.00,150000.00,0.78,Condo,Condo,,I14205-21,,
11026,2001,08/02/2002,New Britain,20 LIBERTY ST,53050.00,93000.00,0.570430108,,,,,,
190633,2019,01/29/2020,Bridgeport,537-539 LAFAYETTE ST,22340.00,32000.00,0.6981,,,,OUT OF SEQUENCE,,POINT (-73.18978 41.17051)
51353,2005,09/28/2006,West Hartford,168 RIDGEWOOD RD,156690.00,447500.00,0.350145251,,,,,,
140055,2014,10/30/2014,West Haven,35 HONOR RD,150850.00,230000.00,0.655869565,Single Family,Single Family,,,,
50370,2005,02/08/2006,Norwich,296 HAMILTON AVE 16,134000.00,216900.00,0.617796219,,,,,,
140161,2014,12/05/2014,New Britain,236 HART ST,95900.00,117000.00,0.81965812,Single Family,Single Family,25 - Other,SHORT SALE,,
30402,2003,08/06/2004,North Haven,380 SKIFF ST,89670.00,210227.00,0.426538932,,,8,,,
120400,2012,05/28/2013,Southington,48 LIBERTY ST,190290.00,262500.00,0.724914286,Single Family,Single Family,,,,
150610,2015,06/06/2016,Manchester,162 KNOLLWOOD ROAD,200500.00,272900.00,0.734701356,Single Family,Single Family,,,,
1800308,2018,07/01/2019,Portland,2 FOLEY RD,107240.00,205000.00,0.5231,Single Family,Single Family,,020-0117,,
110175,2011,12/30/2011,Hamden,98 WOODLAWN ST,228340.00,365000.00,0.625589041,Single Family,Single Family,,,,
60429,2006,04/03/2007,West Haven,89 COLEMAN ST UT 631,63560.00,90000.00,0.706222222,Condo,Condo,,,,
2000061,2020,10/08/2020,Stamford,112 NORTHWIND DRIVE,340500.00,468000.00,0.7275,Residential,Single Family,25 - Other,EXECUTOR'S DEED / ESTATE SALE,,
30246,2003,03/10/2004,Vernon,201 REGAN RD 12C,22550.00,58000.00,0.388793103,,,,,,
17015,2017,10/16/2017,North Haven,5 HONEYCOMB LN,269780.00,327000.00,0.825015291,Single Family,Single Family,,,,
60213,2006,05/02/2007,Stonington,494 LIBERTY ST,91900.00,400000.00,0.22975,Single Family,Single Family,24 - Plottage,,,POINT (-71.85193 41.40689)
173168,2017,08/03/2018,Shelton,232 DEER RUN,232330.00,285796.00,0.8129,Condo,Condo,,ASPETUCK VILLAGE,,
90266,2009,06/17/2010,Windsor,1 STRAWBERRY HILL,214130.00,290000.00,0.73837931,Single Family,Single Family,,,,
10187,2001,12/10/2001,Glastonbury,MULTI ADDRESSES,1253210.00,1790300.00,0.7,,,3,,,
10057,2001,12/26/2001,Oxford,151 PUNKUP RD,127040.00,0.00,0,,,1,,,
90080,2009,01/28/2010,East Hampton,601F LAKE VISTA DR,108820.00,150000.00,0.725466667,Condo,Condo,,,,
140236,2014,01/16/2015,Bristol,117 DUNCAN ST,107730.00,178900.00,0.602179989,Single Family,Single Family,,,,
50485,2005,05/22/2006,Groton,294 H MERIDIAN ST,36960.00,123300.00,0.299756691,,,,,,
14093,2014,06/05/2015,Derby,6A MAPLEWOOD CONDO,121660.00,110000.00,1.106,Condo,Condo,,,,
10450,2001,01/23/2002,Norwalk,19 ROOSEVELT ST,149450.00,353500.00,0.422772277,,,,,,
130034,2013,12/02/2013,Wolcott,19 DIAMOND TER,126420.00,165000.00,0.766181818,Single Family,Single Family,25 - Other,non mls sale - not exposed to typical market,,
20011,2002,10/04/2002,Tolland,440 CRYSTAL LK RD,84000.00,100000.00,0.84,,,1,,,
80229,2008,01/29/2009,Danbury,4 CHELSEA DR,564800.00,670000.00,0.842985075,Single Family,Single Family,25 - Other,F14103 - RELOCATION,,
30276,2003,02/27/2004,Groton,87 LEAFWOOD LN S239,56420.00,140000.00,0.403,,,,,,
60149,2006,01/12/2007,South Windsor,697 GRIFFIN RD,119890.00,96000.00,1.248854167,Single Family,Single Family,06 - Portion of Property,,,
100333,2010,07/18/2011,Shelton,104 ISINGLASS RD,201110.00,255000.00,0.788666667,Single Family,Single Family,,,,
190279,2019,03/02/2020,Enfield,24 CRANBERRY HOLLOW,73160.00,110000.00,0.6651,Condo,Condo,,,,
18115,2018,02/11/2019,Montville,58 MASSACHUSETTS RD,115400.00,191000.00,0.604188482,Single Family,Single Family,07 - Change in Property,TOTAL REMODEL,,POINT (-72.19561 41.46992)
170626,2017,06/18/2018,Manchester,156 MAPLE STREET,147900.00,220000.00,0.6722,Two Family,Two Family,10 - A Will,ADMINISTRATOR DEED,,
181599,2018,05/07/2019,Waterbury,98 WOODSIDE AVE,89510.00,129000.00,0.693875969,Single Family,Single Family,14 - Foreclosure,,,
100122,2010,12/13/2010,Bristol,69 - 71 LAWNDALE AVE,166600.00,81900.00,2.034188034,Three Family,Three Family,14 - Foreclosure,SALE OF A FORECLOSED PROPERTY.,,
30346,2003,03/30/2004,Glastonbury,467 OVERLOOK RD,342000.00,462500.00,0.739459459,,,,,,
80085,2008,04/09/2009,Coventry,32 RABBIT TRAIL,60570.00,71000.00,0.853098592,Single Family,Single Family,,Total of two parcels.,,
160327,2016,07/31/2017,Avon,83 STAGECOACH ROAD,355170.00,500000.00,0.71034,Single Family,Single Family,,,,
160213,2016,09/07/2017,Stafford,73 ROCKWELL RD,66360.00,100500.00,0.660298507,,,,,,POINT (-72.26157 41.94225)
10170,2001,11/20/2001,West Haven,39 CHERRY ST,29680.00,139900.00,0.212151537,,,7,,,
200251,2020,09/15/2021,Litchfield,72 THOMASTON RD,127390.00,40000.00,3.18475,Residential,Three Family,25 - Other,,RATIO,
42358,2004,09/20/2005,Norwalk,68 WILSON,585410.00,1150000.00,0.509052174,,,,,,POINT (-73.43685 41.06802)
90109,2009,06/29/2010,Burlington,14 BIRCH RIDGE DR,275240.00,400000.00,0.6881,Single Family,Single Family,,,,
10247,2001,05/17/2002,North Haven,12 PHILIP PL,80850.00,90000.00,0.898333333,,,25,,,
141362,2014,07/27/2015,Bridgeport,989 LAKESIDE DRIVE,237270.00,368000.00,0.644755435,Single Family,Single Family,,,,
20160607,2020,02/03/2021,Redding,155 UMPAWAUG RD,333400.00,320000.00,1.0418,Residential,Single Family,,,,
40225,2004,12/17/2004,Middletown,319 SCARBOROUGH LN,112530.00,433108.00,0.259819722,,,7,,,POINT (-72.73965 41.58752)
60967,2006,07/18/2007,Greenwich,8 OLD CLUBHOUSE ROAD,1492400.00,3000000.00,0.497466667,Single Family,Single Family,,,,
100297,2010,02/23/2011,Danbury,16 HAYESTOWN RD #A103,338300.00,407500.00,0.830184049,Condo,Condo,,I08078-A103,,
17097,2017,04/27/2018,Colchester,64 STARWOOD TRAIL,218600.00,295750.00,0.7391,Single Family,Single Family,,,,
70435,2007,03/17/2008,New Haven,28 CHATHAM ST,107730.00,85100.00,1.265922444,Single Family,Single Family,25 - Other,ASSESS > SALE,,
1200291,2012,08/14/2013,East Haven,6 PERSHING AVE,104340.00,141900.00,0.735306554,Single Family,Single Family,,,,
60475,2006,02/05/2007,Danbury,20 CORNELL RD,122400.00,246000.00,0.497560976,Single Family,Single Family,,,,POINT (-73.45789 41.42425)
50703,2005,06/14/2006,Middletown,ARBUTUS ST LTS 1 &,78190.00,187500.00,0.417013333,,,,,,
15140,2015,03/24/2016,Newtown,123 125 SOUTH MAIN STREET,4971360.00,3750000.00,1.325696,,,25 - Other,2 PROPERTIES,,
200259,2020,12/14/2020,Middletown,128 BOSTON RD,106540.00,194900.00,0.5466,Residential,Single Family,,,,
61268,2006,08/23/2007,Danbury,17 SILCAM DR,164100.00,330000.00,0.497272727,Single Family,Single Family,,,,
160199,2016,03/21/2017,Windsor,24 ALLEN ST,132510.00,220000.00,0.602318182,Three Family,Three Family,,,,
100560,2010,06/30/2011,West Hartford,23 HIGH GATE LANE,405800.00,625000.00,0.64928,Single Family,Single Family,,,,
120098,2012,08/26/2013,East Granby,16 SEYMOUR ROAD UNIT 17 B,70000.00,84000.00,0.833333333,Condo,Condo,14 - Foreclosure,FORECLOSURE SALE,,
160659,2016,06/22/2017,Fairfield,141 SOUTHPORT TERRACE,1154580.00,1740000.00,0.663551724,Single Family,Single Family,,,,
11009,2011,11/14/2011,Durham,21G MILL POND LA,66430.00,106000.00,0.626698113,Condo,Condo,,,,POINT (-72.68007 41.47441)
60979,2006,07/23/2007,Bristol,16A RITA DR,77660.00,180000.00,0.431444444,Condo,Condo,,,,
30023,2003,10/22/2003,Madison,44 NORTHWOOD RD,432100.00,670000.00,0.644925373,,,,,,
110100,2011,11/29/2011,Hamden,55 ALLENE DR,198450.00,33000.00,6.013636364,Single Family,Single Family,08 - Part Interest,SALE OF PARTIAL INTEREST,,POINT (-72.89671 41.34969)
40423,2004,08/02/2005,North Haven,18 TIMOTHY DR,135100.00,100000.00,1.351,,,1,,,
13045,2013,06/10/2014,North Stonington,477 PROV N L TPKE,235480.00,430000.00,0.547627907,Single Family,Single Family,,,,
160330,2016,05/31/2017,Naugatuck,106 WEDGEWOOD DRIVE,124340.00,210000.00,0.592095238,Single Family,Single Family,07 - Change in Property,DWELLING IMPROVED,,
10174,2001,12/13/2001,East Haven,6 FOREST ST,83940.00,139900.00,0.6,,,,,,
30223,2003,12/18/2003,Enfield,41 BACON RD,103530.00,150500.00,0.687906977,,,,,,POINT (-72.52946 42.01397)
20417,2002,09/15/2003,East Hampton,18 TARRAGON DR,24170.00,50000.00,0.4834,,,7,,,POINT (-72.52224 41.578)
180991,2018,09/16/2019,New Haven,24 WOODWARD AV # 42,72170.00,115000.00,0.6275,Condo,Condo,,,,
41501,2004,03/03/2005,Bridgeport,126 WASHINGTON AVE,87500.00,125000.00,0.7,,,14,,,
40128,2004,12/29/2004,Waterford,10 SOLJER DR,103580.00,216000.00,0.479537037,,,,,,
40245,2004,12/02/2004,Norwich,125 CORNING RD,80000.00,174000.00,0.459770115,,,,,,
10749,2001,07/29/2002,Norwich,213 DUNHAM ST,88500.00,135000.00,0.655555556,,,,,,
20375,2002,08/01/2003,Windham,48 WILLIAMS XING RD,37600.00,30750.00,1.222764228,,,6,,,
160486,2016,08/28/2017,Westport,113 REGENTS PARK,525800.00,810000.00,0.649135802,Condo,Condo,,,,
10320,2001,07/10/2002,Plainville,12 GRANT AVE,101930.00,180000.00,0.566277778,,,,,,
19221,2019,03/19/2020,Newtown,27 QUEEN STREET,249270.00,275000.00,0.906436364,Single Family,Single Family,14 - Foreclosure,BANK SALE,,
50296,2005,12/13/2005,New Britain,18 UNION ST,63490.00,0.00,0,,,14,,,
30948,2003,07/26/2004,Manchester,15 TUCK RD,109800.00,265000.00,0.414339623,,,,,,
151322,2015,08/02/2016,Norwalk,33 GLENWOOD AVE UNIT 6,251940.00,420000.00,0.599857143,Condo,Condo,,CONDO PUD,,
190810,2019,09/10/2020,Norwich,326 NEW LONDON TPKE,83600.00,115000.00,0.726956522,Single Family,Single Family,14 - Foreclosure,BANK RESALE,,
200459,2020,02/10/2021,New Haven,1558 ELLA T GRASSO BLVD,151900.00,380000.00,0.3997,Residential,Three Family,,,,POINT (-72.94936 41.3217)
10297,2001,04/30/2002,Trumbull,191 TELLER RD,155740.00,270000.00,0.576814815,,,,,,
800039,2008,10/20/2008,East Hartford,354 LONG HILL ST,221950.00,315000.00,0.704603175,Single Family,Single Family,,,,
190543,2019,08/20/2020,Westport,133 NORTH AVENUE,2205200.00,2300000.00,0.9588,Single Family,Single Family,,,,POINT (-73.33694 41.1613)
190095,2019,11/08/2019,Norwich,56 SHERWOOD LN,143300.00,160000.00,0.8956,Single Family,Single Family,25 - Other,ESTATE SALE,,
200433,2020,02/02/2021,Meriden,11 OAK ST,94570.00,235000.00,0.4024,Residential,Two Family,,,,POINT (-72.80001 41.53221)
130014,2013,10/18/2013,Coventry,262 LOVE LN,170300.00,195000.00,0.873333333,Single Family,Single Family,,,,
21272,2002,05/28/2003,New Haven,112 PLYMOUTH ST,53550.00,135000.00,0.396666667,,,,,,
20381,2002,09/11/2003,Colchester,40 GATEWAY RD,84100.00,155000.00,0.542580645,,,,,,
20161,2002,04/28/2003,Coventry,165 ECHO LT 15 & 14,76510.00,156000.00,0.490448718,,,,,,
20148,2002,03/31/2003,Stafford,51 STAFFORD ST,81270.00,155000.00,0.524322581,,,,,,
110061,2011,12/22/2011,Avon,71 BROOKMOOR ROAD,286470.00,310000.00,0.924096774,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
80001,2008,10/01/2008,Hartford,152 ROGER ST.,35720.00,160000.00,0.22325,Single Family,Single Family,,,,
170305,2017,05/18/2018,Cheshire,210 RICHMOND GLEN,210000.00,475000.00,0.4421,Condo,Condo,07 - Change in Property,SPLIT FROM ORIGINAL SITE,,
200266,2020,02/10/2021,East Haven,794 NORTH HIGH ST,192460.00,300000.00,0.6415,Residential,Single Family,,,,
60435,2006,05/11/2007,Glastonbury,110 GEORGETOWN DR,121300.00,251600.00,0.482114467,Condo,Condo,,,,
200207,2020,12/28/2020,Branford,10C EDGEWATER,173800.00,250000.00,0.6952,Residential,Condo,,,,POINT (-73.44203 41.17902)
130213,2013,08/26/2014,Coventry,67 TUNXIS TR,132200.00,200000.00,0.661,Single Family,Single Family,,,,
100377,2010,09/29/2011,Branford,21 HUNTING RIDGE FARMS,318700.00,430000.00,0.741162791,Single Family,Single Family,,PUD,,
170051,2017,12/04/2017,Plymouth,3 TIMOTHY RD,116720.00,200000.00,0.5836,Single Family,Single Family,,,,
70073,2007,10/31/2007,Fairfield,150 BOROSKEY DR,339700.00,439900.00,0.772220959,Single Family,Single Family,,,,
32475,2003,08/24/2004,Waterbury,265 BISHOP ST,54950.00,70000.00,0.785,,,14,,,POINT (-73.03789 41.56536)
20341,2002,04/01/2003,Trumbull,79 SUNNYCREST RD,238310.00,454000.00,0.524911894,,,,,,POINT (-73.19899 41.23618)
10864,2001,05/02/2002,Hartford,426-432 PARK ST,339500.00,360000.00,0.943055556,,,3,,,
8034,2008,10/30/2008,East Haven,63 COLEMAN ST UNIT 13,101500.00,156500.00,0.6485623,Condo,Condo,,,,
10259,2001,04/02/2002,Trumbull,230 FITCH'S PASS,83160.00,425000.00,0.195670588,,,7,,,
160758,2016,07/24/2017,Bristol,565 CLARK AVE UN1,73850.00,131634.00,0.561025267,Condo,Condo,,,,
50088,2005,10/20/2005,New Haven,85 E PEARL ST,69230.00,275000.00,0.251745455,,,,,,
160116,2016,11/15/2016,Meriden,20 SO MEADOW LA,136290.00,189000.00,0.721111111,Single Family,Single Family,,,,
21017,2002,09/15/2003,Torrington,4 WALNUT ST,53100.00,135000.00,0.393333333,,,,,,
190106,2019,12/23/2019,Newington,172 CARR AVE,145400.00,235000.00,0.6187,Single Family,Single Family,,,,POINT (-72.75264 41.66812)
40693,2004,06/08/2005,Torrington,DIBBLE ST,30500.00,58000.00,0.525862069,,,,,,
70014,2007,10/01/2007,Southington,394 MILL ST,71680.00,156000.00,0.459487179,Single Family,Single Family,,,,
110094,2011,01/17/2012,Westport,26 BUENA VISTA DR,706500.00,850000.00,0.831176471,Single Family,Single Family,,,,POINT (-73.34905 41.11325)
70638,2007,06/09/2008,West Hartford,8 WENDY LN,354200.00,485000.00,0.730309278,Single Family,Single Family,,,,POINT (-72.76945 41.77287)
50288,2005,11/30/2005,Milford,21 MARSHALL ST,123130.00,450000.00,0.273622222,,,,,,
80145,2008,06/29/2009,Plainfield,45 GALLUP ST,124110.00,169900.00,0.730488523,Single Family,Single Family,,,,
90096,2009,06/01/2010,Burlington,28 RIO DR,144900.00,230000.00,0.63,Single Family,Single Family,,,,
151262,2015,10/29/2015,Shelton,15 BIRCH STREET,155330.00,220000.00,0.706045455,Single Family,Single Family,,,,
20773,2002,02/12/2003,New Haven,651 DIXWELL AVE,57190.00,120000.00,0.476583333,,,,,,
40118,2004,01/12/2005,New Canaan,630 OENOKE RDG,2143000.00,5100000.00,0.420196078,,,,,,
10338,2001,09/23/2002,Stafford,353 EAST ST,53060.00,89900.00,0.590211346,,,,,,
131206,2013,07/02/2014,Stamford,36 CERRETTA STREET # 23A,193630.00,315000.00,0.614698413,Condo,Condo,,,,
13113,2013,05/19/2014,Mansfield,37 RIDGE CIR,34160.00,48000.00,0.711666667,Single Family,Single Family,,,,
51829,2005,04/07/2006,Bridgeport,236 GRANFIELD AVE,84910.00,250000.00,0.33964,,,,,,
70207,2007,12/21/2007,Hartford,141 WESTMINSTER ST,28166.00,127000.00,0.221779528,Single Family,Single Family,10 - A Will,,,
14502,2014,07/17/2015,East Hartford,461 TOLLAND ST.,94880.00,122500.00,0.774530612,Single Family,Single Family,,,,
90030,2009,10/22/2009,Glastonbury,127 CIDER MILL RD,269600.00,337000.00,0.8,Single Family,Single Family,,,,POINT (-72.56884 41.68564)
171424,2017,08/10/2018,Norwalk,34 CALF PASTURE BEACH RD,358250.00,675000.00,0.5307,Single Family,Single Family,,3-75-20-0,,
